model,threshold,accuracy,precision,recall,f1,roc_auc,pr_auc,ks,gini,brier,TN,FP,FN,TP
Gradient Boosting,0.15499999999999997,0.7408043816785695,0.24422202001819837,0.6656746031746031,0.357342564239116,0.7210285440926134,0.24845395562592967,0.4174916438946667,0.4420570881852268,0.0881975022639016,12454,4153,674,1342
